"Writer Name","Novel Name","Genre","Final Word Count","Average Per Day","Winner","index","url"
"slrphebos","Novel: Ancient Darkness","Genre: Romance","50044","1,668","Winner!","1188","http://nanowrimo.org/participants/slrphebos/novels/ancient-darkness/stats"
"slrphebos","Novel: Darkness' Welcome","Genre: Romance","63139","2,104","Winner!","1189","http://nanowrimo.org/participants/slrphebos/novels/darkness-welcome/stats"
"slrphebos","Novel: Darkness' Light","Genre: Romance","51455","1,715","Winner!","1190","http://nanowrimo.org/participants/slrphebos/novels/darkness-light/stats"
"slrphebos","Novel: Darkness' Welcome","Genre: Romance","5000","166","","1191","http://nanowrimo.org/participants/slrphebos/novels/darkness-welcome-651281/stats"
"Ohwriting","Novel: Saudadi: The Witch of La Ruite: Sleeping Ghosts","Genre: Fantasy","20389","679","","1192","http://nanowrimo.org/participants/ohwriting/novels/saudadi-the-witch-of-la-ruite-sleeping-ghosts/stats"
"Lofweir","Novel: Nobody Jane","Genre: Thriller/Suspense","3763","125","","1193","http://nanowrimo.org/participants/lofweir/novels/nobody-jane/stats"
"Lofweir","Novel: The Bridge to Forever","Genre: Thriller/Suspense","51201","1,706","Winner!","1194","http://nanowrimo.org/participants/lofweir/novels/the-bridge-to-forever/stats"
"Lofweir","Novel: Sunshine at the End of the World","Genre: Mainstream Fiction","50755","1,691","Winner!","1195","http://nanowrimo.org/participants/lofweir/novels/sunshine-at-the-end-of-the-world/stats"
"Lofweir","Novel: The Scarab Tomb","Genre: Horror & Supernatural","50677","1,689","Winner!","1196","http://nanowrimo.org/participants/lofweir/novels/the-scarab-tomb/stats"
"Lofweir","Novel: The Gilgamesh Prophecy","Genre: Horror & Supernatural","50131","1,671","Winner!","1197","http://nanowrimo.org/participants/lofweir/novels/the-gilgamesh-prophecy/stats"
"Lofweir","Novel: The Devil's Bible","Genre: Horror & Supernatural","50550","1,685","Winner!","1198","http://nanowrimo.org/participants/lofweir/novels/the-devil-s-bible/stats"
"Lofweir","Novel: The Skinless Man","Genre: Horror & Supernatural","50150","1,671","Winner!","1199","http://nanowrimo.org/participants/lofweir/novels/the-skinless-man/stats"
"Lady Quetzalcoatl","Novel: The Honeymoon","Genre: Women's Fiction","52344","1,744","Winner!","1200","http://nanowrimo.org/participants/lady-quetzalcoatl/novels/the-honeymoon-953605/stats"
"Lady Quetzalcoatl","Novel: Legacy/Ascendancy","Genre: Young Adult","50125","1,670","Winner!","1201","http://nanowrimo.org/participants/lady-quetzalcoatl/novels/legacy-ascendancy/stats"
"Lady Quetzalcoatl","Novel: Breathless","Genre: Young Adult & Youth","50062","1,668","Winner!","1202","http://nanowrimo.org/participants/lady-quetzalcoatl/novels/breathless-423275/stats"
"Lady Quetzalcoatl","Novel: Ascendency","Genre: Young Adult & Youth","50311","1,677","Winner!","1203","http://nanowrimo.org/participants/lady-quetzalcoatl/novels/ascendency-253930/stats"
"Lady Quetzalcoatl","Novel: To Janie With Love From Jane","Genre: Young Adult & Youth","51471","1,715","Winner!","1204","http://nanowrimo.org/participants/lady-quetzalcoatl/novels/to-janie-with-love-from-jane/stats"
"expatrie","Novel: Stronghold Stranglehold (or.... Dead Ends)","Genre: Fantasy","50074","1,669","Winner!","1205","http://nanowrimo.org/participants/expatrie/novels/stronghold-stranglehold-or-dead-ends/stats"
"expatrie","Novel: Crossroads","Genre: Science Fiction","50136","1,671","Winner!","1206","http://nanowrimo.org/participants/expatrie/novels/crossroads-596755/stats"
"expatrie","Novel: Burnout Blackout","Genre: Science Fiction","50996","1,699","Winner!","1207","http://nanowrimo.org/participants/expatrie/novels/burnout-blackout/stats"
"expatrie","Novel: Burnout","Genre: Science Fiction","840","28","","1208","http://nanowrimo.org/participants/expatrie/novels/burnout-321857/stats"
"expatrie","Novel: Missing","Genre: Mystery, Thriller & Suspense","50095","1,669","Winner!","1209","http://nanowrimo.org/participants/expatrie/novels/missing/stats"
"expatrie","Novel: Apocalypse Baby","Genre: Fantasy","50095","1,669","Winner!","1210","http://nanowrimo.org/participants/expatrie/novels/apocalypse-baby/stats"
"expatrie","Novel: The Wind and The Mountain","Genre: Fantasy","65000","2,166","Winner!","1211","http://nanowrimo.org/participants/expatrie/novels/the-wind-and-the-mountain/stats"
"expatrie","Novel: Abracadabra","Genre: Fantasy","72663","2,422","Winner!","1212","http://nanowrimo.org/participants/expatrie/novels/abracadabra/stats"
"expatrie","Novel: Fever","Genre: Fantasy","85000","2,833","Winner!","1213","http://nanowrimo.org/participants/expatrie/novels/fever-596748/stats"
"dead_end_moon_angel","Novel: Painted Realms","Genre: Science Fiction","53226","1,774","Winner!","1214","http://nanowrimo.org/participants/dead_end_moon_angel/novels/painted-realms/stats"
"dead_end_moon_angel","Novel: Ophelia and Rosaline","Genre: Sci-fi/Children","54143","1,804","Winner!","1215","http://nanowrimo.org/participants/dead_end_moon_angel/novels/ophelia-and-rosaline/stats"
"dead_end_moon_angel","Novel: Dual","Genre: Science Fiction","50049","1,668","Winner!","1216","http://nanowrimo.org/participants/dead_end_moon_angel/novels/dual-400395/stats"
"dead_end_moon_angel","Novel: From Without (tenatively titled)","Genre: Mainstream Fiction","50149","1,671","Winner!","1217","http://nanowrimo.org/participants/dead_end_moon_angel/novels/from-without-tenatively-titled/stats"
"dead_end_moon_angel","Novel: Undivided","Genre: Young Adult & Youth","60000","2,000","Winner!","1218","http://nanowrimo.org/participants/dead_end_moon_angel/novels/undivided/stats"
"dead_end_moon_angel","Novel: There Was No Thief","Genre:","52456","1,748","Winner!","1219","http://nanowrimo.org/participants/dead_end_moon_angel/novels/there-was-no-thief/stats"
"dead_end_moon_angel","Novel: Guardian Girl","Genre: Science Fiction","51000","1,700","Winner!","1220","http://nanowrimo.org/participants/dead_end_moon_angel/novels/guardian-girl/stats"
"dead_end_moon_angel","Novel: Secrets of a Hospital Intern","Genre:","25506","850","","1221","http://nanowrimo.org/participants/dead_end_moon_angel/novels/secrets-of-a-hospital-intern/stats"
"callalily05","Novel: PinL Part 2!","Genre: Romance","7407","246","","1222","http://nanowrimo.org/participants/callalily05/novels/pinl-part-2/stats"
"callalily05","Novel: Possession in Moonlight","Genre: Romance","50136","1,671","Winner!","1223","http://nanowrimo.org/participants/callalily05/novels/possession-in-moonlight/stats"
"callalily05","Novel: Thank Me Later","Genre: Romance","50738","1,691","Winner!","1224","http://nanowrimo.org/participants/callalily05/novels/thank-me-later/stats"
"callalily05","Novel: She's Cut Off!","Genre: Romance","2238","74","","1225","http://nanowrimo.org/participants/callalily05/novels/she-s-cut-off/stats"
"callalily05","Novel: Secrets","Genre: Mystery, Thriller & Suspense","50135","1,671","Winner!","1226","http://nanowrimo.org/participants/callalily05/novels/secrets5/stats"
"callalily05","Novel: Possession in Lace","Genre: Romance","50068","1,668","Winner!","1227","http://nanowrimo.org/participants/callalily05/novels/possession-in-lace/stats"
"callalily05","Novel: New Day","Genre: Young Adult & Youth","56296","1,876","Winner!","1228","http://nanowrimo.org/participants/callalily05/novels/new-day-462655/stats"
"ABitofAnAlliterate","Novel: A Bit of An Alliterate","Genre: Personal","52419","1,747","Winner!","1229","http://nanowrimo.org/participants/abitofanalliterate/novels/a-bit-of-an-alliterate/stats"
"ABitofAnAlliterate","Novel: A Life Alliterated","Genre: Personal","51945","1,731","Winner!","1230","http://nanowrimo.org/participants/abitofanalliterate/novels/a-life-alliterated/stats"
"Aiea","Novel: Men I Shouldn't Have Dated (& Other Mortifying Truths)","Genre: Personal","102302","3,410","Winner!","1231","http://nanowrimo.org/participants/aiea/novels/men-i-shouldn-t-have-dated-other-mortifying-truths/stats"
"Aiea","Novel: Whoopsidaisies","Genre: Satire/Humor","50839","1,694","Winner!","1232","http://nanowrimo.org/participants/aiea/novels/whoopsidaisies/stats"
"Aiea","Novel: Super-Star: A Blog of Heroics & Show Business","Genre: Fantasy","51101","1,703","Winner!","1233","http://nanowrimo.org/participants/aiea/novels/super-star-a-blog-of-heroics-show-business/stats"
"Aiea","Novel: The Story of Xan","Genre: Women's Fiction","51056","1,701","Winner!","1234","http://nanowrimo.org/participants/aiea/novels/the-story-of-xan/stats"
"Angel Gail Rose","Novel: Hero's Nightfall","Genre: Romance","6236","207","","1235","http://nanowrimo.org/participants/angel-gail-rose/novels/hero-s-nightfall/stats"
"Angel Gail Rose","Novel: After the Coffin","Genre: Young Adult","50028","1,667","Winner!","1236","http://nanowrimo.org/participants/angel-gail-rose/novels/after-the-coffin/stats"
"Angel Gail Rose","Novel: The Wolves Of Montana","Genre: Young Adult & Youth","39230","1,307","","1237","http://nanowrimo.org/participants/angel-gail-rose/novels/the-wolves-of-montana/stats"
"Aubrette","Novel: Space novel","Genre: Science Fiction","50084","1,669","Winner!","1238","http://nanowrimo.org/participants/aubrette/novels/space-novel-939179/stats"
"Aubrette","Novel: Dream lover","Genre: Romance","25952","865","","1239","http://nanowrimo.org/participants/aubrette/novels/dream-lover-704161/stats"
"Aubrette","Novel: Sexy Apocalypse","Genre: Erotic Fiction","50038","1,667","Winner!","1240","http://nanowrimo.org/participants/aubrette/novels/sexy-apocalypse/stats"
"Aubrette","Novel: Something Szczepanczyk","Genre: Romance","17826","594","","1241","http://nanowrimo.org/participants/aubrette/novels/something-szczepanczyk/stats"
"Aubrette","Novel: Running with Wolves","Genre: Mainstream Fiction","83829","2,794","","1242","http://nanowrimo.org/participants/aubrette/novels/running-with-wolves-26256/stats"
"Blackie_DuQuesne","Novel: Two Reels to Murder","Genre: Mystery","7943","264","","1243","http://nanowrimo.org/participants/blackie_duquesne/novels/two-reels-to-murder/stats"
"Blackie_DuQuesne","Novel: Hunter in a Cage","Genre: Mystery","53323","1,777","Winner!","1244","http://nanowrimo.org/participants/blackie_duquesne/novels/hunter-in-a-cage/stats"
"bouncycheese","Novel: Crazy Clouds","Genre: Young Adult","3776","125","","1245","http://nanowrimo.org/participants/bouncycheese/novels/crazy-clouds/stats"
"bouncycheese","Novel: Blaring Silence","Genre: Young Adult","9923","330","","1246","http://nanowrimo.org/participants/bouncycheese/novels/blaring-silence/stats"
"bouncycheese","Novel: Little Flares","Genre: Young Adult & Youth","51213","1,707","Winner!","1247","http://nanowrimo.org/participants/bouncycheese/novels/little-flares/stats"
"bouncycheese","Novel: My Music Rival","Genre: Young Adult & Youth","51647","1,721","","1248","http://nanowrimo.org/participants/bouncycheese/novels/my-music-rival/stats"
"CairennRhys","Novel: Untitled","Genre: Horror/Supernatural","28433","947","","1249","http://nanowrimo.org/participants/cairennrhys/novels/untitled-836123/stats"
"CairennRhys","Novel: Whispers Under The Veil","Genre: Non-Fiction","61316","2,043","Winner!","1250","http://nanowrimo.org/participants/cairennrhys/novels/whispers-under-the-veil/stats"
"CairennRhys","Novel: Marching For Camelot","Genre: Religious, Spiritual & New Age","55208","1,840","Winner!","1251","http://nanowrimo.org/participants/cairennrhys/novels/marching-for-camelot/stats"
"CasaubonHermeticum","Novel: We Will Fall","Genre: Literary","16924","564","","1252","http://nanowrimo.org/participants/casaubonhermeticum/novels/we-will-fall/stats"
"CasaubonHermeticum","Novel: A'Nathracha, or, It Was Undoubtedly Flesh","Genre: Literary","30400","1,013","","1253","http://nanowrimo.org/participants/casaubonhermeticum/novels/a-nathracha-or-it-was-undoubtedly-flesh/stats"
"CasaubonHermeticum","Novel: 静寂, or, Herald Softly the Death","Genre: Literary Fiction","35694","1,189","","1254","http://nanowrimo.org/participants/casaubonhermeticum/novels/or-herald-softly-the-death/stats"
"CasaubonHermeticum","Novel: If He Did Not Know Discord, or The World Inverted","Genre: Literary Fiction","51220","1,707","Winner!","1255","http://nanowrimo.org/participants/casaubonhermeticum/novels/if-he-did-not-know-discord-or-the-world-inverted/stats"

"CasaubonHermeticum","Novel: On the Futility","Genre: Literary Fiction","57981","1,932","Winner!","1256","http://nanowrimo.org/participants/casaubonhermeticum/novels/on-the-futility/stats"
"CasaubonHermeticum","Novel: Nagual","Genre: Literary Fiction","50000","1,666","Winner!","1257","http://nanowrimo.org/participants/casaubonhermeticum/novels/nagual/stats"
"CasaubonHermeticum","Novel: Untitled","Genre: Literary","1","0","","1258","http://nanowrimo.org/participants/casaubonhermeticum/novels/untitled-573968/stats"
"chiheatherlove","Novel: Vengt Variable","Genre: Fantasy","0","0","","1259","http://nanowrimo.org/participants/chiheatherlove/novels/vengt-variable/stats"
"chiheatherlove","Novel: The Vengt Variable","Genre:","0","0","","1260","http://nanowrimo.org/participants/chiheatherlove/novels/the-vengt-variable/stats"
"chiheatherlove","Novel: TO BE DETERMINED","Genre: Literary Fiction","0","0","","1261","http://nanowrimo.org/participants/chiheatherlove/novels/to-be-determined-392430/stats"
"chiheatherlove","Novel: William's Port","Genre: Literary Fiction","2429","80","","1262","http://nanowrimo.org/participants/chiheatherlove/novels/william-s-port/stats"
"chiheatherlove","Novel: Cliff Jumping","Genre: Fantasy","0","0","","1263","http://nanowrimo.org/participants/chiheatherlove/novels/cliff-jumping/stats"
"Constance Snythl","Novel: Perception","Genre: Young Adult","50334","1,677","Winner!","1264","http://nanowrimo.org/participants/constance-snythl/novels/perception-837232/stats"
"Constance Snythl","Novel: Untitled - it will be the sequel to Charlotte Black and t...","Genre: Young Adult","50007","1,666","Winner!","1265","http://nanowrimo.org/participants/constance-snythl/novels/untitled-it-will-be-the-sequel-to-charlotte-black-and-the-door-to-otherworld/stats"
"Constance Snythl","Novel: Untitled","Genre:","32198","1,073","","1266","http://nanowrimo.org/participants/constance-snythl/novels/untitled-473248/stats"
"Constance Snythl","Novel: Charlotte Black and the Door to Otherworld","Genre: Young Adult & Youth","50179","1,672","Winner!","1267","http://nanowrimo.org/participants/constance-snythl/novels/charlotte-black-and-the-door-to-otherworld/stats"
"Constance Snythl","Novel: The Knights of Oakdale High School (working title)","Genre: Young Adult & Youth","50225","1,674","Winner!","1268","http://nanowrimo.org/participants/constance-snythl/novels/the-knights-of-oakdale-high-school-working-title/stats"
"CrimsonBlood","Novel: Where They Were Buried","Genre: Horror/Supernatural","105455","3,515","Winner!","1269","http://nanowrimo.org/participants/crimsonblood/novels/where-they-were-buried/stats"
"CrimsonBlood","Novel: Consider It Done","Genre: Science Fiction","101063","3,368","Winner!","1270","http://nanowrimo.org/participants/crimsonblood/novels/consider-it-done/stats"
"CrimsonBlood","Novel: Worldless","Genre: Science Fiction","51932","1,731","Winner!","1271","http://nanowrimo.org/participants/crimsonblood/novels/worldless/stats"
"CrimsonBlood","Novel: Undertaken","Genre: Thriller/Suspense","303724","10,124","Winner!","1272","http://nanowrimo.org/participants/crimsonblood/novels/undertaken/stats"
"CrimsonBlood","Novel: If You Didn't Leave","Genre: Science Fiction","1000000","33,333","Winner!","1273","http://nanowrimo.org/participants/crimsonblood/novels/if-you-didn-t-leave/stats"
"CrimsonBlood","Novel: Red Eye","Genre: Science Fiction","70216","2,340","Winner!","1274","http://nanowrimo.org/participants/crimsonblood/novels/red-eye-975295/stats"
"CrimsonBlood","Novel: Death Toll","Genre: Thriller/Suspense","51732","1,724","Winner!","1275","http://nanowrimo.org/participants/crimsonblood/novels/death-toll-975315/stats"
"crusanton","Novel: Big Data Drama","Genre: Mainstream","51218","1,707","Winner!","1276","http://nanowrimo.org/participants/crusanton/novels/big-data-drama/stats"
"cwood779","Novel: Zombie: Evolved","Genre: Horror/Supernatural","3775","125","","1277","http://nanowrimo.org/participants/cwood779/novels/zombie-evolved/stats"
"cwood779","Novel: Red Diamond Eyes II","Genre: Horror & Supernatural","30172","1,005","","1278","http://nanowrimo.org/participants/cwood779/novels/red-diamond-eyes-ii/stats"
"cwood779","Novel: Red Diamond Eyes","Genre: Horror & Supernatural","27914","930","","1279","http://nanowrimo.org/participants/cwood779/novels/red-diamond-eyes/stats"
"danfinnen","Novel: Haudenfall: We Will Tame This Land","Genre: Fantasy","50194","1,673","Winner!","1280","http://nanowrimo.org/participants/danfinnen/novels/haudenfall-we-will-tame-this-land/stats"
"danfinnen","Novel: Succubus","Genre: Horror/Supernatural","50076","1,669","Winner!","1281","http://nanowrimo.org/participants/danfinnen/novels/succubus-703040/stats"
"dark_phoenix","Novel: (Rewrite) Scaled Song","Genre: Young Adult","71668","2,388","Winner!","1282","http://nanowrimo.org/participants/dark_phoenix/novels/rewrite-scaled-song/stats"
"dark_phoenix","Novel: Bounty in Brass","Genre: Science Fiction","111102","3,703","Winner!","1283","http://nanowrimo.org/participants/dark_phoenix/novels/bounty-in-brass/stats"
"dark_phoenix","Novel: Return to Sender (is not actually the title)","Genre: Chick Lit","107925","3,597","Winner!","1284","http://nanowrimo.org/participants/dark_phoenix/novels/return-to-sender-is-not-actually-the-title/stats"
"dark_phoenix","Novel: Scaled Song: A Retelling of ""The Little Mermaid""","Genre: Young Adult & Youth","50509","1,683","Winner!","1285","http://nanowrimo.org/participants/dark_phoenix/novels/scaled-song-a-retelling-of-the-little-mermaid/stats"
"dark_phoenix","Novel: Untitled","Genre: Fantasy","50077","1,669","Winner!","1286","http://nanowrimo.org/participants/dark_phoenix/novels/untitled3/stats"
"dark_phoenix","Novel: Glass Slipper Blues","Genre: Young Adult & Youth","50001","1,666","Winner!","1287","http://nanowrimo.org/participants/dark_phoenix/novels/glass-slipper-blues/stats"
"dark_phoenix","Novel: Burn","Genre: Young Adult & Youth","50000","1,666","Winner!","1288","http://nanowrimo.org/participants/dark_phoenix/novels/burn-396975/stats"
"dark_phoenix","Novel: The Door in the Wall","Genre: Young Adult & Youth","50000","1,666","Winner!","1289","http://nanowrimo.org/participants/dark_phoenix/novels/the-door-in-the-wall/stats"
"dark_phoenix","Novel: A Work in Progress","Genre:","50001","1,666","Winner!","1290","http://nanowrimo.org/participants/dark_phoenix/novels/a-work-in-progress-574318/stats"
"displacedbeatnik","Novel: Sightless","Genre: Satire/Humor","50073","1,669","Winner!","1291","http://nanowrimo.org/participants/displacedbeatnik/novels/sightless-914043/stats"
"displacedbeatnik","Novel: Hard 17","Genre: Mainstream","2878","95","","1292","http://nanowrimo.org/participants/displacedbeatnik/novels/hard-17/stats"
"displacedbeatnik","Novel: Intersection Blues: A Fairytale of New Orleans","Genre: Satire, Humor & Parody","51534","1,717","Winner!","1293","http://nanowrimo.org/participants/displacedbeatnik/novels/intersection-blues-a-fairytale-of-new-orleans/stats"
"displacedbeatnik","Novel: The Chosen and the Brave","Genre: Historical Fiction","11741","391","","1294","http://nanowrimo.org/participants/displacedbeatnik/novels/the-chosen-and-the-brave/stats"
"displacedbeatnik","Novel: Untitled","Genre: Satire/Humor","0","0","","1295","http://nanowrimo.org/participants/displacedbeatnik/novels/novel-796788/stats"
"displacedbeatnik","Novel: Untitled","Genre: Mainstream","0","0","","1296","http://nanowrimo.org/participants/displacedbeatnik/novels/novel-796789/stats"
"displacedbeatnik","Novel: Drive","Genre: Literary Fiction","50576","1,685","Winner!","1297","http://nanowrimo.org/participants/displacedbeatnik/novels/drive-561401/stats"
"displacedbeatnik","Novel: Little Red Envelope","Genre: Satire/Humor","70433","2,347","Winner!","1298","http://nanowrimo.org/participants/displacedbeatnik/novels/little-red-envelope/stats"
"displacedbeatnik","Novel: Lullabye for a Lost City","Genre: Mainstream","52000","1,733","Winner!","1299","http://nanowrimo.org/participants/displacedbeatnik/novels/lullabye-for-a-lost-city/stats"
"displacedbeatnik","Novel: Stars, Bars, and the Crown","Genre: Historical","53000","1,766","Winner!","1300","http://nanowrimo.org/participants/displacedbeatnik/novels/stars-bars-and-the-crown/stats"
"displacedbeatnik","Novel: Why Sleep When I'll Only Dream","Genre: Literary","65653","2,188","Winner!","1301","http://nanowrimo.org/participants/displacedbeatnik/novels/why-sleep-when-i-ll-only-dream/stats"
"displacedbeatnik","Novel: Untitled","Genre: Mainstream","0","0","","1302","http://nanowrimo.org/participants/displacedbeatnik/novels/novel-796786/stats"
"eauderose","Novel: ÎLE DE FANIDÉE Pt. III","Genre: Literary","55710","1,857","Winner!","1303","http://nanowrimo.org/participants/eauderose/novels/ile-de-fanidee-pt-iii/stats"
"eauderose","Novel: Gypsy Island Pt. II","Genre: Literary","52822","1,760","Winner!","1304","http://nanowrimo.org/participants/eauderose/novels/gypsy-island-pt-ii/stats"
"eauderose","Novel: The Crepuscule of Kilgour","Genre:","9009","300","","1305","http://nanowrimo.org/participants/eauderose/novels/the-crepuscule-of-kilgour/stats"
"eauderose","Novel: Lorette, L and Elle Pt. I","Genre: Literary Fiction","50600","1,686","Winner!","1306","http://nanowrimo.org/participants/eauderose/novels/lorette-l-and-elle-pt-i/stats"
"Ellis422112","Novel: Britni and the Boothie","Genre: Romance","78673","2,622","Winner!","1307","http://nanowrimo.org/participants/ellis422112/novels/britni-and-the-boothie/stats"
"Ellis422112","Novel: Cassandra in Chicago","Genre: Romance","52443","1,748","Winner!","1308","http://nanowrimo.org/participants/ellis422112/novels/cassandra-in-chicago/stats"
"expatrie","Novel: Stronghold Stranglehold (or.... Dead Ends)","Genre: Fantasy","50074","1,669","Winner!","1309","http://nanowrimo.org/participants/expatrie/novels/stronghold-stranglehold-or-dead-ends/stats"
"expatrie","Novel: Crossroads","Genre: Science Fiction","50136","1,671","Winner!","1310","http://nanowrimo.org/participants/expatrie/novels/crossroads-596755/stats"
"expatrie","Novel: Burnout Blackout","Genre: Science Fiction","50996","1,699","Winner!","1311","http://nanowrimo.org/participants/expatrie/novels/burnout-blackout/stats"
"expatrie","Novel: Burnout","Genre: Science Fiction","840","28","","1312","http://nanowrimo.org/participants/expatrie/novels/burnout-321857/stats"
"expatrie","Novel: Missing","Genre: Mystery, Thriller & Suspense","50095","1,669","Winner!","1313","http://nanowrimo.org/participants/expatrie/novels/missing/stats"
"expatrie","Novel: Apocalypse Baby","Genre: Fantasy","50095","1,669","Winner!","1314","http://nanowrimo.org/participants/expatrie/novels/apocalypse-baby/stats"
"expatrie","Novel: The Wind and The Mountain","Genre: Fantasy","65000","2,166","Winner!","1315","http://nanowrimo.org/participants/expatrie/novels/the-wind-and-the-mountain/stats"
"expatrie","Novel: Abracadabra","Genre: Fantasy","72663","2,422","Winner!","1316","http://nanowrimo.org/participants/expatrie/novels/abracadabra/stats"
"expatrie","Novel: Fever","Genre: Fantasy","85000","2,833","Winner!","1317","http://nanowrimo.org/participants/expatrie/novels/fever-596748/stats"
"fletchbohne","Novel: Working Title","Genre: Science Fiction","15672","522","","1318","http://nanowrimo.org/participants/fletchbohne/novels/working-title-927935/stats"
"fletchbohne","Novel: Billboard Girlfriend","Genre: Romance","381","12","","1319","http://nanowrimo.org/participants/fletchbohne/novels/billboard-girlfriend/stats"
"iamthemoonstar","Novel: Louder Than Sirens (Working title)","Genre: Science Fiction","13700","456","","1320","http://nanowrimo.org/participants/iamthemoonstar/novels/louder-than-sirens-working-title/stats"
"I_Think_Im_2D","Novel: Sam","Genre: Horror/Supernatural","8512","283","","1321","http://nanowrimo.org/participants/i_think_im_2d/novels/sam-901746/stats"
"I_Think_Im_2D","Novel: The Falx","Genre: Science Fiction","1365","45","","1322","http://nanowrimo.org/participants/i_think_im_2d/novels/the-falx-423684/stats"
"I_Think_Im_2D","Novel: The Falx","Genre: Science Fiction","50241","1,674","Winner!","1323","http://nanowrimo.org/participants/i_think_im_2d/novels/the-falx-209671/stats"
"I_Think_Im_2D","Novel: The Falx","Genre: Science Fiction","31570","1,052","","1324","http://nanowrimo.org/participants/i_think_im_2d/novels/the-falx/stats"
"jedishan","Novel: Memoirs of Adrienne Vance","Genre: Fantasy","25890","863","","1325","http://nanowrimo.org/participants/jedishan/novels/memoirs-of-adrienne-vance/stats"
"jedishan","Novel: My Family History","Genre: Personal","0","0","","1326","http://nanowrimo.org/participants/jedishan/novels/my-family-history/stats"
"jedishan","Novel: 1910's Romance","Genre: Romance","16816","560","","1327","http://nanowrimo.org/participants/jedishan/novels/1910-s-romance/stats"
"jedishan","Novel: Pied Piper","Genre: Historical Fiction","8764","292","","1328","http://nanowrimo.org/participants/jedishan/novels/pied-piper-234683/stats"
"jedishan","Novel: Haverghast Asylum","Genre: Fantasy","50052","1,668","Winner!","1329","http://nanowrimo.org/participants/jedishan/novels/haverghast-asylum/stats"
"JenBoylen","Novel: Until We Reach 'Soon'","Genre: Young Adult","7119","237","","1330","http://nanowrimo.org/participants/jenboylen/novels/until-we-reach-soon/stats"
"Joe_Stallone","Novel: Retribution Principle","Genre: Crime/Drama","24565","818","","1331","http://nanowrimo.org/participants/joe_stallone/novels/retribution-principle/stats"
"jim.markus","Novel: A Book for 2015","Genre:","16000","533","","1332","http://nanowrimo.org/participants/jim-markus/novels/a-book-for-2015/stats"
"jim.markus","Novel: Working Title Two Zero One Four","Genre: Short Stories","50200","1,673","Winner!","1333","http://nanowrimo.org/participants/jim-markus/novels/working-title-two-zero-one-four/stats"
"jim.markus","Novel: Harvest Fever","Genre: Satire, Humor & Parody","55300","1,843","Winner!","1334","http://nanowrimo.org/participants/jim-markus/novels/harvest-fever/stats"
"jim.markus","Novel: Stolen Stories","Genre: Mainstream Fiction","50800","1,693","Winner!","1335","http://nanowrimo.org/participants/jim-markus/novels/stolen-stories/stats"
"jim.markus","Novel: Tom Lightly and the Curator's Curse","Genre: Adventure","3150","105","","1336","http://nanowrimo.org/participants/jim-markus/novels/tom-lightly-and-the-curator-s-curse/stats"
"JLynneMoore","Novel: Knots (Working Title)","Genre: Literary","26165","872","","1337","http://nanowrimo.org/participants/jlynnemoore/novels/knots-working-title-836028/stats"
"JLynneMoore","Novel: I Don't Want to Grow Up: Stories Told From Innocent and M...","Genre: Dual Perspective Piece","4286","142","","1338","http://nanowrimo.org/participants/jlynnemoore/novels/i-don-t-want-to-grow-up-stories-told-from-innocent-and-mature-perspectives/stats"
"JLynneMoore","Novel: A Dish Best Served Cold","Genre: Satire, Humor & Parody","1426","47","","1339","http://nanowrimo.org/participants/jlynnemoore/novels/a-dish-best-served-cold-490236/stats"
"johnveritas","Novel: NaNoWriMo_Working_Title_2015","Genre: Fantasy","35159","1,171","","1340","http://nanowrimo.org/participants/johnveritas/novels/nanowrimo_working_title_2015/stats"
"johnveritas","Novel: NaNoWriMo_Working_Title_2014","Genre: Fantasy","50500","1,683","Winner!","1341","http://nanowrimo.org/participants/johnveritas/novels/nanowrimo_working_title_2014/stats"
"johnveritas","Novel: NaNoWriMo_2013_Working_Title","Genre: Fantasy","50383","1,679","Winner!","1342","http://nanowrimo.org/participants/johnveritas/novels/nanowrimo_2013_working_title/stats"
"johnveritas","Novel: NaNoWriMo2012_Working_Title","Genre: Fantasy","50250","1,675","Winner!","1343","http://nanowrimo.org/participants/johnveritas/novels/nanowrimo2012_working_title/stats"
"johnveritas","Novel: Working Title","Genre: TBD","7229","240","","1344","http://nanowrimo.org/participants/johnveritas/novels/working-title84/stats"
"JuliannaUnderhill","Novel: Codswallop","Genre: Thriller/Suspense","59760","1,992","Winner!","1345","http://nanowrimo.org/participants/juliannaunderhill/novels/codswallop/stats"
"K.D. Atkins","Novel: Cheers from the Greens","Genre: Young Adult","27368","912","","1346","http://nanowrimo.org/participants/k-d-atkins/novels/cheers-from-the-greens/stats"
"K.D. Atkins","Novel: Gertie","Genre: Young Adult & Youth","0","0","","1347","http://nanowrimo.org/participants/k-d-atkins/novels/gertie/stats"
"KellyDuff","Novel: Wrestle With My Heart","Genre: Romance","26444","881","","1348","http://nanowrimo.org/participants/kellyduff/novels/wrestle-with-my-heart/stats"
"KellyDuff","Novel: Racing Hearts","Genre: Romance","50140","1,671","Winner!","1349","http://nanowrimo.org/participants/kellyduff/novels/racing-hearts-375047/stats"
"KellyDuff","Novel: Charming","Genre: Chick Lit","50015","1,667","Winner!","1350","http://nanowrimo.org/participants/kellyduff/novels/charming-191386/stats"
"lassarina","Novel: Stars","Genre: Fantasy","50041","1,668","Winner!","1351","http://nanowrimo.org/participants/lassarina/novels/stars-815470/stats"
