,Writer Name,Novel Name,Genre,Final Word Count,Daily Average,Winner,Synopses,url,Novel Date,Excerpt
1399,zricks,Novel: Unnamed Fantasy Revenge Story,Genre: Fantasy,37292,"1,243",0,"
<p></p>
",http://nanowrimo.org/participants/zricks/novels/unnamed-fantasy-revenge-story/stats,November 2015,"
<p></p>
"
1400,zricks,Novel: Fist of the Marauder,Genre: Science Fiction,21132,704,0,"
<p>A sequel to my first NaNo book, Eyes of the Marauder.</p>
",http://nanowrimo.org/participants/zricks/novels/fist-of-the-marauder/stats,November 2014,"
<p></p>
"
1401,zricks,Novel: Kumite Mage,Genre: Fantasy,50674,"1,689",1,"
<p>Harry Potter meets Mortal Kombat in a world like Crouching Tiger, Hidden Dragon.</p>
",http://nanowrimo.org/participants/zricks/novels/kumite-mage/stats,November 2013,"
<p></p>
"
1402,zricks,Novel: Crown of Exiles: Lamentation,Genre: Science Fiction,50935,"1,697",1,"
<p>Shem is a skald, a singer of songs with the power to affect reality itself on the quantum level. Now an armor driver for the Kamiyama Cohort, Shem's songs help ensure victory for the Cohort, but will they be able to protect their Haven when the waves of a galactic civil war wash over the region?<br/><br/>Cassandra is the escaped daughter of the Commonwealth's King, who's escaped to Haven and joined the Cohort. Her own abilities as a battlehymn singing skald are, as yet, untested. She ran to Haven to escape the murderous intrigue of her father's court. But now her presence may be making Haven a target of her unscrupulous siblings.<br/><br/>Naji hates skalds, but she's seen the good in Shem, and is grudgingly willing to accept him into the cohort. When she receives word that the skald she blames for her sister's death is on the field, she will stop at nothing to have her revenge. And heaven help anyone who gets in her way.</p>
",http://nanowrimo.org/participants/zricks/novels/crown-of-exiles-lamentation/stats,November 2012,"
<p></p>
"
1403,zricks,Novel: Crown of Exiles,Genre: Science Fiction,56187,"1,872",1,"
<p>The true King and all of his family disappeared ten years ago, leaving the star-spanning kingdom to the former usurper. Hated King Jago didn't enjoy his restored throne for long, however, as he's murdered by an unknown assassin while sitting on the throne. The King's old friend and Jago's son-in-law Ashok reluctantly ascends the throne, swearing to find those responsible. <br/><br/>Shem's been living in the shelters since his mother disappeared nine years ago. Now he's seventeen, and the shelter is kicking him out. His voice has always been good enough to bring him pocket change as he sang on the street corners, but how can he avoid being shanghaied into one of the militias Ashok's children are building as the Kingdom creeps ever closer to civil war?<br/><br/>Naji's an armor pilot working with Kusanagi's Kamis. She pushes herself and her armor to the very edge, seeking vengeance for her sister's death. But she knows that battle turns on more than the skill of arms, and eventually a skald will come to Haven and the Kami will fall to the power of arms and a skald's battlehymns. After all, that's how her sister died. <br/><br/>Then a chance encounter with a young man humming tunelessly to himself in a crowded square brings a possible skad to the Kamis.<br/><br/>Will Shem become the battlehymning skald the Kamis need to protect their home? </p>
",http://nanowrimo.org/participants/zricks/novels/crown-of-exiles/stats,November 2011,"
<p></p>
"
1404,zricks,Novel: Scions,Genre: Fantasy,52021,"1,734",0,"
<p></p>
",http://nanowrimo.org/participants/zricks/novels/scions/stats,November 2010,"
<p></p>
"
1405,zricks,Novel: Eyes of the Marauder,Genre: Science Fiction,56795,"1,893",0,"
<p></p>
",http://nanowrimo.org/participants/zricks/novels/eyes-of-the-marauder/stats,November 2009,"
<p></p>
"
1406,zendra,Novel: It's a Secret,Genre: Science Fiction,50221,"1,674",1,"
<p>Secret novel is secret.</p>
",http://nanowrimo.org/participants/zendra/novels/it-s-a-secret-814167/stats,November 2015,"
<p></p>
"
1407,zendra,Novel: Thrall,Genre: Fantasy,53356,"1,778",1,"
<p>I'm using nano again to help me complete a work in progress. Updates to come!</p>
",http://nanowrimo.org/participants/zendra/novels/thrall-614205/stats,November 2014,"
<p></p>
"
1408,zendra,Novel: The Fiend Queen,Genre: Fantasy,58753,"1,958",1,"
<p>A continuation of my Katya and Starbride series. See barbaraannwright.com for details.</p>
",http://nanowrimo.org/participants/zendra/novels/the-fiend-queen/stats,November 2013,"
<p></p>
"
1409,zendra,Novel: For Want of a Fiend,Genre: Fantasy,50856,"1,695",1,"
<p>To most, Princess Katya Nar Umbriel is a rogue and a layabout; she parties, she hunts and she breaks women's hearts. But when the festival lights go down and the palace slumbers, Katya chases traitors to the crown and protects the kingdom's greatest secret: the royal Umbriels are part Fiend. When Katya thwarts an attempt to expose the king's monstrous side, she uncovers a plot to let the Fiends out to play.<br/><br/>Starbride has no interest in being a courtier. Ignoring her mother's order to snare an influential spouse, she comes to court only to study law. But a flirtatious rake of a princess proves hard to resist, and Starbride is pulled into a world of secrets that leaves little room for honesty or love, a world neither woman may survive.<br/><br/>(This is the synopsis of my first novel, The Pyramid Waltz. I can't post one for this novel because it has spoilers. ^_^)</p>
",http://nanowrimo.org/participants/zendra/novels/for-want-of-a-fiend/stats,November 2011,"
<p></p>
"
1410,zendra,Novel: The Pyramid Waltz,Genre: Fantasy,50000,"1,666",1,"
<p>To most, Princess Katya Nar Umbriel is a rogue and a layabout; she parties, she hunts and she breaks women’s hearts. But when the festival lights go down and the palace slumbers, Katya chases traitors to the crown and protects the kingdom’s greatest secret: the royal Umbriels are part Fiend. When Katya thwarts an attempt to expose the king’s monstrous side, she uncovers a plot to let the Fiends out to play.<br/><br/>Starbride has no interest in being a courtier. Ignoring her mother’s order to snare an influential spouse, she comes to court only to study law. But a flirtatious rake of a princess proves hard to resist, and Starbride is pulled into a world of secrets that leaves little room for honesty or love, a world neither woman may survive.</p>
",http://nanowrimo.org/participants/zendra/novels/the-pyramid-waltz/stats,November 2009,"
<p></p>
"
1411,zegota,Novel: Sisters of the Scarlet Moon,Genre: Fantasy,50286,"1,676",1,"
<p></p>
",http://nanowrimo.org/participants/zegota/novels/sisters-of-the-scarlet-moon/stats,November 2015,"
<p></p>
"
1412,zegota,Novel: The Prodigal Something,Genre: Science Fiction,50118,"1,670",1,"
<p></p>
",http://nanowrimo.org/participants/zegota/novels/the-prodigal-something/stats,November 2014,"
<p></p>
"
1413,zegota,Novel: Sovereignty,Genre: Science Fiction,50478,"1,682",1,"
<p></p>
",http://nanowrimo.org/participants/zegota/novels/sovereignty-425921/stats,November 2013,"
<p></p>
"
1414,zegota,Novel: Daughters of a Dying World,Genre: Fantasy,12432,414,0,"
<p>The world is sick. In the East, modern cities fester in their decadence, only vaguely aware of a growing discord between the Haves and the Have-Nots. In the West, the empires of old crumble under the weight of tradition. The disease infects even the South, where the nomadic Vulpa have attacked human colonists and even their own tribes in search of dwindling reservoirs. <br/><br/>A young woman treks through a forest, back toward the village that broke her long ago. A girl awakes in a tower, haunted by the expectations and foreboding etched in her mothers face. A woman leaves a prison, only to find the outside world just as confining due to the color of her skin and the brand on her arm. A Vulpa's search for water grows desperate, forcing her to lead her people toward humanity, where they promised never to venture. <br/><br/>A red moon rises in the sky, a harbinger of death and a promise of hope to come. The symbols draws the daughters together in hopes of saving their shared home before the affliction destroys them all.</p>
",http://nanowrimo.org/participants/zegota/novels/daughters-of-a-dying-world/stats,November 2012,"
<p>The railcar hissed and slowed as the driver pulled on a massive lever. “Pátria zona,” he called out. “Market center. Only stop in the zone.”<br/><br/>One of the ladies in the front of the car coughed, but no one stood. Each head rotated in turn as Clara made her way back up the aisle.<br/><br/>“Thanks.” She wondered if she was supposed to tip the man, but he hadn’t done anything other than his job, and rudely at that, so she took the stairs from the car down onto the cobbled platform without another word.<br/><br/>The pátria reminded Clara of herself, and maybe that was why she liked it; neither completely colonial nor nativo, and utterly uncomfortable in its own skin. Crooked signs hung from crooked storefronts, most written in the northern pidgin, a mixture of Dollish and nativo that would be incomprehensible to an outsider of either race. Only half of the lanterns rising from the street actually worked, lending the now darkening market a macabre but oddly fascinating mood. From her left, Clara heard a group of men yelling obscenities in línguanorte, and to her right, some young girls giggled at a joke told in standard colonial Dollish, though the reaction was mixed.<br/><br/>“You’re a funny motherfucker, irmã. You should go to the theatre and perform for all the colonial cuzãos. Just be careful não colocam as suas caralhos em você, yeah?”<br/><br/>That last bit came out to something like “be careful they don’t put their cocks in you,” which Clara supposed would be a genuine worry for a deep brown nativo girl wandering into the upper levels of the city. The citizens there all considered themselves above such nasty business as rape, Clara was sure, but then, many of them thought of the nativos as little more than beasts.<br/><br/>Clara followed Rua Nova straight through the center of the pátria, hoping for a familiar sight, but none caught her eye. Nothing ever stayed the same here. Thermopolia lined the street, complete with vendors offering whole chickens and roasted vegetables to whomever would lend them an ear. In a month, all but a handful would wither away and a new crop would grow in their place.<br/><br/>The bar that caught her attention was not any more attractive than any of the others, but it seemed clean enough. The word “WHISKEY” written in giant letters alongside “BEER” and “AGAVE,” as if the establishment’s name was “WHISKEY BEER AGAVE,” was all Clara needed to know. She ducked under the purple half-curtains blocking the faces of the patrons (of which there was only one) from the outside and sat on the stone bench in front of the counterman, a young man a few shades darker than her with short hair and attractive arms.<br/><br/>An old heavyset man with coriaceous, inky skin hidden behind an ashy grey beard coughed and lifted a finger. “You colonial?” he asked in nativo.<br/><br/>“Mestiça,” she answered.<br/><br/>He grunted and pointed at her arm. “That’s quite a brand you’ve got there, mestiça.”<br/><br/>Merda. She had forgotten about the mark. She leaned toward him and tugged on her sleeve to hide the raised, burnt flesh, like parasitic tendrils under her skin. GTV. An eternal reminder of her crime, and a signal to any who might be tempted to treat her as a normal human being.<br/><br/>“It’s not your business,” she said, louder than she meant.<br/><br/>It attracted the counterman, who made his way to her side of the bench and eyed the both of them. “There a problem here?”<br/><br/>The old man grinned. “Just introducing myself.” Then he threw back his head, slammed a shot of green liquor down his throat, belched and fell onto the table.<br/><br/>“Sorry about that,” the counterman said. “What can I get you?”<br/><br/>“Whiskey,” she said without a thought. “And I want to pay in escudos.”<br/><br/>“I don’t know,” he said, but reached for a glass anyway. “Not really worth much anymore. How much you got?”<br/><br/>“Ten.” She could pay for the liquor in dollars, and she would if it came to that, but she’d rather save that for a room. It would be damned near impossible to pay for shelter with anything else.<br/><br/>“All right, but don’t make it a habit. I can give you some of the cheap stuff. That okay?”<br/><br/>“I don’t care.”<br/><br/>He shrugged and poured a dark liquid into the stubby glass from a nearly full jug. “Oi, Marco, you’re not paid up. Ma Jetta’s kicking you out if you don’t pay tonight.”<br/><br/>The old man waved a hand without looking up. “Ah, fuck Ma Jetta in the ass. I got other places to go.”<br/><br/>“Good, then go. Get the fuck out of my bar.”<br/><br/>Marco stumbled onto his feet and jerked his thumb upward toward the barkeep. A moment later he was gone, though it took several more for his stench to disappear with him.<br/><br/>Clara poured half the glass into her mouth all at once. She swilled it in her mouth, savoring the pleasant burn and anticipating the sweet numbing of her veins that would soon accompany it.<br/><br/>“Slow down, irmã. You only got a little bit, you need to make it last longer. We don’t stay in business by running tabs.”<br/><br/>“The old guy had one,” she said after swallowing.<br/><br/>“Nah, he was renting a room. Told the boss it was a bad idea, but things have been pretty lean, it was worth the chance he might actually kick something our way.”<br/><br/>Clara’s head had already begun to buzz, but the man’s words made a queer sort of sense. “You have a room?”<br/><br/>“Newly vacant. Why, you looking?”<br/><br/>“Maybe.” She took another shot of the whiskey. Only a third of it left now.<br/><br/>“You serious about that? A few centavos ain’t gonna buy you shelter, you know.”<br/><br/>“I have dollars.”<br/><br/>He snickered. “Holding out? I could have brought down the top-shelf shit.” He cupped his hands around his mouth and shouted toward the back. “Oi, Ma Jetta! Got a new tenant for you!” He turned back and poured a dash more of whiskey into Clara’s glass. “Good luck, yeah?”<br/><br/>A moment later, a short, blonde little mouse of a colonial woman stepped out from behind the curtains obscuring the rest of the bar. Her face was replete with Dollish features -- strong, raised cheekbones, a pointed dot of a nose and skin like the flesh of a ghost. Wrinkles had started to invade her skin, but she still managed to look lively and beautiful for her age. Normally, a colonial woman wouldn’t be caught dead here. But business was often the only thing stronger than prejudice.<br/><br/>“Yes, dear, what can I do for you?”<br/><br/>Clara raised her glass toward the counterman. “He said you have a room. I need a place to stay.”<br/><br/>“I see. That can be arranged. How long are you looking for?”<br/><br/>“However long nineteen dollars gives me.”<br/><br/>Ma Jetta smiled warmly, the kind of smile a loving mother gives her daughter. It was entirely unfamiliar to Clara.<br/><br/>“That will do for the night, perhaps. You’ll have to be out in the morning.”<br/><br/>If that’s the best she could manage, it would have to do, but Clara didn’t relish her chances over in the Lowtown slums with the coal workers. “Any work needs doing? I can help.”<br/><br/>“I’m sorry, we’re full up on maids and cooks for the time being.” Jetta clasped her hands in front of her. “And I don’t mean to be rude, but you’re not the kind of girl we normally hire anyway.”<br/><br/>Clara should have been offended by that, but she was used to it. And besides, it was true. She was not, by even the most generous standards, pretty. She was thick in the places a woman ought to be thin and thin in the places a woman ought to be thick. Her face was dirty, her jaw was strong and square, and she never allowed her dark hair, streaked with phthalo blue, to grow longer than the tops of her ears. Mama was Dollish and Papa was nativo and she had gotten the worst traits of each of them.<br/><br/>“Pardon, ma’am, but I can do more if you need me. I’m good with my hands. I can do your lifting, your painting. Anything you have. I worked for my father for years before he passed on.”<br/><br/>Jetta appraised her skeptically, tapping her finger on the countertop. “Do you know anything about steamwork?”<br/><br/>“Yes, ma’am, absolutely I do. Even know my way around thermatalyst.” And this wasn’t a lie. Clara worked steam better than any man she knew, and she knew lots of them, but that field might as well be dead for her. That was man’s work, as they told her, and no amount of talent would ever grant her a spot next to the rail engineers or piston lubers.<br/><br/>But working steam by herself for a private establishment … now that was something with potential.<br/><br/>“Well, we’re having some trouble with our heating. I don’t know if it’s the boiler or the pipes. If you’d like, you can take a look at it, and if you think you can maintain it, I might be able to find a room for you. I can’t pay you, but you’ll have a roof over your head and a full stomach.”<br/><br/>This was the time a normal person would have whooped and hollered and jumped in the air, but Clara was … well, humorless, as Mama always put it, so instead she just bowed her head. “Thank you. I’ll get started right away.”<br/><br/>“And what’s your name, girl?”<br/><br/>Clara wondered how comprehensive Ma Jetta’s inquiries would be, and decided that a lie would serve her best, as it usually did. If Jetta found a recently released criminal working in her employ, Clara would likely be thrown out, and her reputation spread through the city. She racked her mind for a name, and one came quickly. A lunática.<br/><br/>“Lua, ma’am.”<br/><br/>“After the moon?” A small smile appeared on the corners of her lips. “That’s either a very good omen or a very bad one, I’m not sure which. And your family name?”<br/><br/>That one was trickier. She mumbled something to buy herself time, and thankfully, when Jetta asked again, there was an answer on Clara’s tongue. “Cidade, ma’am.”<br/>And thusly Clara Leandra Belvedere Falcão was Clara no longer, but Lua da Cidade, the moon of the city.</p>
"
1415,zegota,Novel: Chanter: A Song of War,Genre: Fantasy,31171,"1,039",0,"
<p>Music has the power to inspire great men to action, and soothe restless souls. It has the power to paint awe-inspiring scenes of beauty in the mind of the listener. It has the power to shake the ground, bolster armies and carry massive skyships through the air. Literally. The Rota Union has secured power over the continent through their use of Melodicians, talented individuals that can shape the world around them with their music. But as powerful as this ability is, it may not be enough to fend off the hordes from the east.<br/><br/>Professor Nin Rylock, however, is not involved in anything quite that flashy. Nin studies Arithmancy, the mathematical laws that underpin the entire universe, including Melodics. Unfortunately, his research hasn't uncovered many real-world applications as of late. But that may change with his latest discovery: a fundamental equation that would allow Melodics to be used in new and novel ways. But to test it, Nin needs a Chanter. And those are hard to come by. Nin is elated when he stumbles on Layna, an extraordinarily talented Chantress. But with talent comes stubbornness, and getting Layna to cooperate may be more work than it's worth. <br/><br/>When the war comes to their backyard, however, Nin's research comes second to survival. Nin and Layna manage to escape, only to find that Nin's equation has been stolen by the enemy. Now they must put Nin's work and Layna's talents to the test to end the war before it ends them.</p>
",http://nanowrimo.org/participants/zegota/novels/chanter-a-song-of-war/stats,November 2011,"
<p>        Some equations were beautiful for their simplicity. Some were beautiful for their ability to equate completely unrelated numbers in an elegant way. Some astounded by fashioning real world phenomena as a mathematical formula. Still others were impressive simply because of the sing-song way students memorized them<br/>.<br/>	Professor Nin Rylock’s newest discovery was none of these. As Nin scrawled the last line of ink on the dirty parchment in front of him, he thought about how ugly it was. Irrational numbers, horribly unbalanced fractions, unsymmetrical by it’s very nature -- but still, there was something awe-inspiring about it. Because even though it was complex, inelegant and, if Nin was being honest, clumsy, it worked. Though what it worked to do, he wasn’t quite sure. Even after copying it over and over for months, checking each term for mistakes, he’d found nothing to invalidate it. If Nin were a mathematician, he would have been finished. He could have retired, comfortable in the knowledge that his name would grace hundreds of instructional texts. But Nin wasn’t a mathematician -- he was an arithmancer. And it would take a lot more than numbers on paper to prove the application of his work.<br/><br/>Nin placed the sheet of parchment on an empty spot on his desk to dry. In front of that one sat a neatly stacked pile, fastened together to make a single copy of the equation. He’d loaned others to students and colleagues in hopes that they’d be able to provide input, but so far, they’d given him nothing but pats on the back and blank stares. Without the Melodics to give them voice, the numbers meant just as little to the other Scholars as they did to Nin. And even if he had more to show them, they probably wouldn’t have cared. To everyone else, Arithmancy was a joke.<br/><br/>	But Nin disagreed. To his mind, Arithmancy was life. Not just his life. Arithmancy was all life. Arithmancy was the fundamental science that made rivers flow, lifted mountains from the ground, and fueled the wondrous power of Melodics. Somewhere in those numbers was the power to change things -- to predict when and where the next Chanter would be born, to find the exact point on a wall where a well-placed idiophone would crack it like an eggshell. All of it was in Nin’s grasp. He was close. So close. </p>
"
1416,xmenbari,Novel: Pandora's Redemption,Genre: Science Fiction,50077,"1,669",1,"
<p>Pandora and Sean have separately encountered many challenges, trying to find Hope. How far will they go? Deals with devils may be the solution.</p>
",http://nanowrimo.org/participants/xmenbari/novels/pandora-s-redemption/stats,November 2015,"
<p></p>
"
1417,xmenbari,Novel: Pandora's Sentence,Genre: Fantasy,50020,"1,667",1,"
<p>Pandora has the perfect life. The gods ensured it. Too bad they gave her the curse of curiosity.</p>
",http://nanowrimo.org/participants/xmenbari/novels/pandora-s-sentence/stats,November 2014,"
<p></p>
"
1418,xmenbari,Novel: Pandora's Prison,Genre: Science Fiction,50046,"1,668",1,"
<p>A young man finds and inadvertently opens Pandora's Box and unleashes all of the evils into the world and throughout time.<br/><br/>A creature comes out of Pandora's Box and is the ultimate evil, following the young man throughout time and messing the things up that he had put right.</p>
",http://nanowrimo.org/participants/xmenbari/novels/pandora-s-prison/stats,November 2013,"
<p></p>
"
1419,xmenbari,Novel: In Living Memory,Genre: Adventure,50026,"1,667",1,"
<p>A young man wakes up in the wilderness with severe amnesia and must remember who he is in order to survive.</p>
",http://nanowrimo.org/participants/xmenbari/novels/in-living-memory/stats,November 2012,"
<p></p>
"
1420,xmenbari,Novel: I Remember How to do this,Genre: Adventure,6818,227,0,"
<p>Gareth, one of Arthur's knights, relays the events that led to him becoming one.  As you'll see, he was never really right for the job from the beginning.</p>
",http://nanowrimo.org/participants/xmenbari/novels/i-remember-how-to-do-this/stats,November 2011,"
<p></p>
"
1421,WildwoodGoddess,Novel: If Two Trains Leave At Midnight,Genre: Young Adult,37230,"1,241",0,"
<p></p>
",http://nanowrimo.org/participants/wildwoodgoddess/novels/if-two-trains-leave-at-midnight-871793/stats,November 2015,"
<p></p>
"
1422,WildwoodGoddess,Novel: If Two Trains Leave At Midnight,Genre: Young Adult,5016,167,0,"
<p></p>
",http://nanowrimo.org/participants/wildwoodgoddess/novels/if-two-trains-leave-at-midnight/stats,November 2014,"
<p></p>
"
1423,wellwords,Novel: The Final Countdown,Genre: Fantasy,0,0,0,"
<p>I have 50% of a novel. My intention is to write the final 50%. Who knows where it will go...</p>
<p>Urban-ish fantasy. </p>
<p>Alone in the world since her family was murdered by monsters when she was a child, a woman struggles for vengeance, only to realize she has become a crucial part of the otherworld that she so despises. In the end she must decide if she is willing to sacrifice herself to save it, and in turn, humanity, or to let it be destroyed and lose all.</p>
",http://nanowrimo.org/participants/wellwords/novels/the-final-countdown-834971/stats,November 2015,"
<p>It didn't matter what name we gave them, in the end they were just the predators who shared our world. The ultimate survivors, they played not only to win but to rule. Not the humans, they didn’t really care about us, just… all. In the end, this was their world first, not ours. Hell with that. I was damn well redefining their game. This time, a human was going to win.</p>
"
1424,wellwords,Novel: The Invisible One,Genre: Fantasy,27083,902,0,"
<p>A separate from the world girl, bent on revenge, spys on monsters and then saves a small town and finds a home. Sort of.</p>
",http://nanowrimo.org/participants/wellwords/novels/the-invisible-one-633314/stats,November 2014,"
<p></p>
"
1425,wellwords,Novel: Unnamed or Gateway,Genre: Fantasy,1818,60,0,"
<p>Synopsis</p>
",http://nanowrimo.org/participants/wellwords/novels/unnamed-or-gateway/stats,November 2013,"
<p></p>
"
1426,wellwords,Novel: Unknown,Genre: Fantasy,19914,663,0,"
<p></p>
",http://nanowrimo.org/participants/wellwords/novels/unknown-196943/stats,November 2012,"
<p></p>
"
1427,wellwords,Novel: Stone,Genre: Fantasy,51911,"1,730",1,"
<p>This chick takes a walk with her dog, and then she meets a dude, and then she meets another dude, and then she fights invisible dudes in the dark, and then she goes to a party, and then she mopes in her attic, and then she gets kidnapped by a freaky chick, and then she makes out with one of the dudes, and then she goes home.<br/>The End.<br/><br/>Oh, and then she takes another walk. With her dog.</p>
",http://nanowrimo.org/participants/wellwords/novels/stone-55578/stats,November 2011,"
<p></p>
"
1428,TxLeggz,Novel: To be determined,Genre:,4269,142,0,"
<p></p>
",http://nanowrimo.org/participants/txleggz/novels/to-be-determined-957557/stats,November 2015,"
<p></p>
"
1429,TxLeggz,Novel: The Man in the Wooden Box,Genre: Personal,14178,472,0,"
<p>My new career and education path led me to a class in the Psychology of Human Behavior.  It was in that class that students were challenged by the professor to keep a journal of events that occured in their life that revolved around a specific human element.  I chose <strong><em>dreams </em></strong>since I seemed to have them frequently.  The assignment was to log our own personal experiences with this one element and notate how it affected our life.  This is the story of those dreams and of ""The Man in the Wooden Box"".  Whether he acted consciously or through my dreams with Jesus using his likeness, or if it was just by him being there, seven thousand miles away when I needed an ear - he saved me. </p>
",http://nanowrimo.org/participants/txleggz/novels/the-man-in-the-wooden-box/stats,November 2014,"
<p></p>
"
1430,TxLeggz,"Novel: 911, What is your emergency?",Genre: Mainstream Fiction,0,0,0,"
<p></p>
",http://nanowrimo.org/participants/txleggz/novels/911-what-is-your-emergency/stats,November 2013,"
<p></p>
"
1431,TxLeggz,Novel: Untitled,Genre: Other,0,0,0,"
<p></p>
",http://nanowrimo.org/participants/txleggz/novels/untitled-275011/stats,November 2012,"
<p></p>
"
1432,TxLeggz,"Novel: ""O'Leary's Rock""",Genre: Mainstream Fiction,53495,"1,783",1,"
<p></p>
",http://nanowrimo.org/participants/txleggz/novels/o-leary-s-rock/stats,November 2011,"
<p>I was startled awake by a red light shining into my eyes, a sound like a tornado siren pierced the silence, a loud voice screamed unintelligible words; this place had all the makings of a modern day concentration camp determined to break our spirit.</p>
"
1433,TxLeggz,Novel: Untitled - in the Rock,Genre: Mainstream Fiction,10512,350,0,"
<p>A day in the life...</p>
",http://nanowrimo.org/participants/txleggz/novels/untitled-in-the-rock/stats,November 2010,"
<p></p>
"
1434,TxLeggz,Novel: My Friend Ken Merrell,Genre:,50019,"1,667",1,"
<p>A short novel about my short friendship with a man who taught me a great deal. </p>
",http://nanowrimo.org/participants/txleggz/novels/my-friend-ken-merrell/stats,November 2009,"
<p></p>
"
1435,Triais31,Novel: Werkin Onit,Genre: Fantasy,25028,834,0,"
<p>Continuing on last year's story, perhaps we'll find out whatever happened to poor Shasti!</p>
",http://nanowrimo.org/participants/triais31/novels/werkin-onit/stats,November 2015,"
<p></p>
"
1436,Triais31,Novel: We'll See,Genre: Fantasy,50368,"1,678",1,"
<p>Blah blah blah something dreams something magic blah blah blah Barry White.</p><p>Hey now, don't judge! I'm a pantser!</p>
",http://nanowrimo.org/participants/triais31/novels/we-ll-see-664802/stats,November 2014,"
<p></p>
"
1437,Triais31,Novel: S-s-still not sure yet?,Genre: Fantasy,50060,"1,668",1,"
<p>We pick up where last year's harrowing tale of the young Melrose Jean Gulch—having been eaten by a none-too-friendly tree in her neighborhood and transported to an alternate universe in the process—left off, and follow her as she continues trying to figure out what the heck is going on and why the heck everyone in this strange new world seems to think she'll have a hand in saving them all or something.</p>
",http://nanowrimo.org/participants/triais31/novels/s-s-still-not-sure-yet/stats,November 2013,"
<p></p>
"
1438,Triais31,Novel: N-n-not sure yet?,Genre: Fantasy,50636,"1,687",1,"
<p>Melrose Jean Gulch is at a breaking point. Desperate to kick her school-wide reputation as ""that kid"", she takes drastic measures to reform her image that ultimately end up transporting her to another world! There she finds out that she's actually Melanie Jane Ambrose, gorgeous, graceful, lovable heir apparent to a throne that is now in jeopardy. In all of her escapades to win back what is rightfully hers, Melanie finds her courage and discovers who she really is; but looming all the while are the Admissible Disconnects, little pieces of Melanie's new reality that don't quite fit. Will this be her happily-ever-after or is Melanie in for another heartbreak? Can I make this sound any cheesier or what?</p>
",http://nanowrimo.org/participants/triais31/novels/n-n-not-sure-yet/stats,November 2012,"
<p></p>
"
1439,Triais31,Novel: [Insert Witty Title Here],Genre: Fantasy,50155,"1,671",1,"
<p>[Insert riveting synopsis here]</p>
",http://nanowrimo.org/participants/triais31/novels/insert-witty-title-here-47271/stats,November 2011,"
<p></p>
"
1440,Triais31,Novel: Mind Over Matter (part II),Genre: Fantasy,50230,"1,674",1,"
<p>Continuing where my first NaNo left off, my characters do more amazing and awesome stuff that... that I can't remember. Meh. I'll go back and read it later.</p>
",http://nanowrimo.org/participants/triais31/novels/mind-over-matter-part-ii/stats,November 2010,"
<p></p>
"
1441,Triais31,Novel: Mind Over Matter (part I),Genre: Fantasy,50000,"1,666",1,"
<p>So there's this girl... and she's being followed... and then she finds out that she's telekinetic... and stuff happens, and—hey now, don't judge! I wrote this thing nearly seven years ago!</p>
",http://nanowrimo.org/participants/triais31/novels/mind-over-matter-part-i/stats,November 2009,"
<p></p>
"
1442,theriversflow,Novel: Horizon,Genre: Science Fiction,101445,"3,381",1,"
<p>When Earth became uninhabitable, humanity had to turn to outer space to survive. Many humans were left behind on Earth's deteriorating surface to struggle to survive. Hundreds of years later, Mercy has never met another human that has not mutated into a horrible creature from the harsh condition of the surface and radiation.</p>
<p>Or at least she hasn't seen any until humans suddenly return, dropping out of the sky in what they claim is an innocent check on their homeworld. They offer her a chance to return to humanity, but the stories she knows of her kind are far different from the society she steps into.</p>
<p>Everybody is a tool and they call her an ""organic."" Mercy cannot help but worry about how much of humanity actually made it off Earth and what was abandoned in order to survive.</p>
",http://nanowrimo.org/participants/theriversflow/novels/horizon-888766/stats,November 2015,"
<p></p>
"
1443,theriversflow,Novel: House,Genre: Fantasy,92758,"3,091",1,"
<p>In a modern day world where fae live among humans, life is always more complicated than it appears, and Lydia has never been an exception to this rule.</p>
<p>The fae are ruled by Houses, one of the smallest being the House of the warlocks. When Lydia shows up in the warlocks' home of New York they know she is different, but it is not until they befriend her that they realize the full magnitude of who she is. The truth shocks them, but when the threat of an all out attack begins to loom, Lydia may end up being exactly who they need to keep both fae and humans alike safe.</p>
",http://nanowrimo.org/participants/theriversflow/novels/house-888714/stats,November 2014,"
<p></p>
"
1444,theriversflow,Novel: The Superhero Game,Genre: Young Adult,106447,"3,548",1,"
<p>When Haiti, a powerful mutant sixteen-year-old, is asked by her adoptive father to attend a school he created for other teenage Mutations, she is reluctant at first. But soon she finds herself splitting her time between attending school, being a vigilante, and having a social life for the first time. As she starts to integrate herself into the world outside of the small bubble she's been forced into, Haiti starts to see that the tensions between normal humans and Mutations are being snapped thin, and the world is on the brink of all out war against itself. As she gains allies, friends, and begins to join a new family, she finds herself to be the closest person to one radical Mutation who wishes to light the spark, and let world burn in war between the two feuding sides. She has to stop the destruction of the world, and maybe all her newly-found friends, but can she really turn on one of the few people she truly loves - and is she even strong enough to stop them?</p>
",http://nanowrimo.org/participants/theriversflow/novels/the-superhero-game-888729/stats,November 2013,"
<p></p>
"
1445,theriversflow,Novel: Aura,Genre: Fantasy,77731,"2,591",1,"
<p>Witches and wizards are very different from magicians. That's why it's not good if a witch ends up in a magician's school.</p>
",http://nanowrimo.org/participants/theriversflow/novels/aura-888740/stats,November 2012,"
<p></p>
"
