,Writer Name,Member Length,LifetimeWordCount,url,Age,Birthday,Favorite books or authors,Favorite noveling music,Hobbies,Location,Occupation,Primary Role,Sponsorship URL,Expected Final Word Count,Expected Daily Average,CURRENT WINNER,Current Donor,Wins,Donations,Participated,Consecutive Donor,Consecutive Wins,Consecutive Part,Part Years,Win Years,Donor Years,Num Novels,Expected Num Submissions,Expected Avg Submission,Expected Min Submission,Expected Min Day,Expected Max Submission,Expected Max Day,Expected Std Submissions,Expected Consec Subs,FW Total,FW Sub,FH Total,FH Sub,SH Total,SH Sub
261,tchaymz,1,29145,http://nanowrimo.org/participants/tchaymz,,,,,,,,,,29145,971.5,0,0,0,0,1,0,0,1,[2014],[],[],1,22,1324.77272727,0,1,4009,2,1104.57963752,20,5101,4,5101,4,5101,4
262,Sylvène,1,15435,http://nanowrimo.org/participants/Sylvene,,August 18,,loreena MacKennit,reading,"France, Ardéche",,,,15435,514.5,0,0,0,0,1,0,0,1,[2014],[],[],1,6,2572.5,0,1,8616,5,2984.61542749,3,0,0,0,0,0,0
263,Sylphe,3,50336,http://nanowrimo.org/participants/Sylphe,26,,De bons présages - Pratchett &,,,"Rennes, France",Auteure,,,50336,1677.86666667,1,0,1,0,1,0,1,1,[2013],[2013],[],1,23,2188.52173913,-5908,10,5917,26,2150.74326626,23,15451,7,15451,7,15451,7
264,Syderia,6,432240,http://nanowrimo.org/participants/Syderia,,,"A Song of Ice and Fire, Mistborn, Le Comte de Monte-Cristo, Fortune de France, The Masters of Rome, Collen Mc Cullough, Stephen King, Brandon Sanderson, Tom Clancy, Lois McMaster",,"reading, climbing","Paris, France",,,,48026.6666667,1600.88888889,0,0,7,2,9,2,5,9,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2006, 2007, 2009, 2010, 2011, 2012, 2013]","[2009, 2010]",9,8.22222222222,1188.22176897,87.7777777778,6.55555555556,4094.88888889,10.5555555556,1094.00997514,7,3279,7,3279,7,3279,7
265,Svetlana Desmon,4,156089,http://nanowrimo.org/participants/Svetlana-Desmon,,,"Baudelaire, JKR, Matthias Malzieu, Amélie Nothomb, Sophie Kinsella, Gilles Legardinier et",Plutôt tendance rock mais je peux écouter un peu de tout ; tout dépend de mon humeur du moment,"trainer sur 'ternet, raconter des bêtises plus grosses que moi, lire, écrire, dessiner","entre le Z et le A (et entre -0 et +0, les jours fériés)",,,,39022.25,1300.74166667,1,1,3,2,4,2,3,4,"[2010, 2011, 2012, 2013]","[2010, 2011, 2012]","[2012, 2013]",4,8.5,2436.45238095,219.75,6,8185.75,10.75,2397.05868273,7,52384,7,52384,7,52384,7
266,sushimustwrite,13,1456512,http://nanowrimo.org/participants/sushimustwrite,28,,Read (almost) all the,This should help http://www.last.fm/user/ecarrotsushi,"writing, Nano, reading, languages, overanalysis, procrastination, tea, good food, maths, open technology and culture, online communities, exploring new places, running (or having run), not being eaten, hashtag shenanigans, ...","Atlanta, Georgia, USA",Pretending to be an adult,,,112039.384615,3734.64615385,1,1,52,36,52,9,13,13,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",26,7.46153846154,2290.24429294,64.6153846154,4.38461538462,13080.0769231,1.53846153846,3017.78251532,6,80125,7,80125,7,80125,7
267,Sunshine_md,5,71298,http://nanowrimo.org/participants/Sunshine_md,,,"Good Omens et Neverwhere de Neil Gaiman, Harry Potter de JK Rowling, H2G2 de Douglas Adams... , Neil Gaiman, Douglas Adams, Agatha Christie, Philip K Dick, Arthur C Clarke, Jane","Doctor Who OSTs, Hans Zimmer, Yuki Kajiura...","TV et Cinema, Musique, Recherches intensives de tout et n'importe quoi",Paris,,,,35649,1188.3,0,0,1,0,2,0,1,2,"[2013, 2014]",[2014],[],2,18.5,1854.4985119,-4.5,10.5,9513.5,17,1915.81530929,15.5,3114,2,3114,2,3114,2
268,Stinou,3,100648,http://nanowrimo.org/participants/Stinou,,,"Marcel Pagnol, Stephen King, Marion Zimmer Bradley, Joyce Carol Oates, Laurent Whale, PJ Hérault and many","Hed Kandi compilation, Jazztronik, Pax Japonica Groove, Mossy and so one...",,"Golden Hillside,",,,,50324,1677.46666667,0,0,2,0,2,0,2,2,"[2013, 2014]","[2013, 2014]",[],2,12,5068.8907563,2212,2,12211.5,22.5,2774.5841248,8,13306,4,13306,4,13306,4
269,stendhalsyndrome,1,7557,http://nanowrimo.org/participants/stendhalsyndrome,29,November 28,"Cyrano de Bergerac, The witches of Eastwick, Brave new world, Tchekhov's short",Dr Who's music,Blogging,Paris,Community manager,,,7557,251.9,0,0,0,0,1,0,0,1,[2014],[],[],1,8,944.625,0,1,1848,18,570.636034943,4,0,0,0,0,0,0
270,spalven,11,465149,http://nanowrimo.org/participants/spalven,,,,,,"Bergen, Norway",,Municipal Liaison,,51683.2222222,1722.77407407,1,1,7,3,9,3,5,6,"[2004, 2005, 2006, 2009, 2010, 2011, 2012, 2013, 2014]","[2004, 2005, 2010, 2011, 2012, 2013, 2014]","[2012, 2013, 2014]",9,12.8888888889,1017.77961489,308.333333333,8.22222222222,2137.22222222,8.33333333333,440.120794507,12.3333333333,18401,7,18401,7,18401,7
271,Sophie Ekwo,1,50041,http://nanowrimo.org/participants/Sophie-Ekwo,,,,,,Lyon,,,,50041,1668.03333333,1,1,1,1,1,1,1,1,[2014],[2014],[2014],1,25,2001.64,329,20,3520,10,816.579396262,25,10765,7,10765,7,10765,7
272,Sophia Humbert,1,94886,http://nanowrimo.org/participants/Sophia-Humbert,,,"J'aime beaucoup Stephen King, Richard Mattheson, Clive Barker, Sheridan Le Fanu, Poppy Z. Brite, Agatha Christie, Dennis Lehanne, Paul Auster et bien",,"Cinéma (principalement d'horreur), littérature, exploration urbaine (catacombes de Paris, squat, lieux abandonnés), photographie.","France, Paris","Chef opératrice, opératrice de prise de vue, montage et étalonnage.",,,94886,3162.86666667,0,0,1,0,1,0,1,1,[2014],[2014],[],1,26,3649.46153846,395,22,8928,1,1784.08912831,25,458977,4,458977,4,458977,4
273,Soniaf,1,55220,http://nanowrimo.org/participants/Soniaf,51,April 4,"Michael Connelly, F. Scott Fitzgerald, Oscar Wilde, Scott Turnow, John Keats, The Horse",I am more inspired during my walks or looking into the garden. I prefer silence,"running, basket ball, trekking, reading","Thoissey, France",Part time English teacher and Web content Writer,,,55220,1840.66666667,0,0,1,1,1,1,1,1,[2014],[2014],[2014],1,22,2510,0,1,6019,23,1357.87685209,19,11500,7,11500,7,11500,7
274,Sombral,1,0,http://nanowrimo.org/participants/Sombral,,,,,,,,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,302,1,302,1,302,1
275,Solibear,1,55338,http://nanowrimo.org/participants/Solibear,,,,depends on the mood of my character???,"When not writing, reading, hiking, music (name it, I might have it); violin/gayageum; kdramas!","Seoul, South Korea",ex-lawyer turned happy person,Municipal Liaison,,55338,1844.6,1,1,1,1,1,1,1,1,[2014],[2014],[2014],1,25,2213.52,57,3,6439,23,1497.65927019,25,16124,7,16124,7,16124,7
276,Solamades,5,481314,http://nanowrimo.org/participants/Solamades,28,February 3,Le Puits des Mémoires… Gabriel,"OST de jeux vidéos. ( Zelda, FF...)",,Brest,Écrire,,,96262.8,3208.76,1,1,5,2,5,1,5,5,"[2010, 2011, 2012, 2013, 2014]","[2010, 2011, 2012, 2013, 2014]","[2010, 2013]",5,20.6,3301.45619869,575.4,10.2,7740,17,1786.89907856,20.2,52380,7,52380,7,52380,7
277,Silybum,0.25,0,http://nanowrimo.org/participants/Silybum,,April 12,,,,Paris,,,,,,1,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,8019,3,8019,3,8019,3
278,Siloé,4,15039,http://nanowrimo.org/participants/Siloe,,,,"Julianna Barwick, Tchaikovsky (Nutcracker, Swan Lake), Joanna Newsome, Cocorosie","Music Festival, Watching Series, Drinking a bit too much; cooking",Paris,Financial manager for European scientific,,,15039,501.3,0,0,0,0,1,0,0,1,[2012],[],[],1,13,1156.84615385,0,1,2604,5,795.162571298,11,9258,7,9258,7,9258,7
279,Shuu,5,161362,http://nanowrimo.org/participants/Shuu,,,"Cujo, La Reine des Damnés, La vie blues, True Blood series, Stephen King, Anne",BO,Procrastiner,9-3,Etudiante,,,32272.4,1075.74666667,1,1,3,1,5,1,2,5,"[2010, 2011, 2012, 2013, 2014]","[2010, 2012, 2013]",[2012],5,9.2,1425.06342857,207.2,4.2,3244.2,8.8,982.206188417,6.6,0,0,0,0,0,0
280,Shikaya,0.583333333333,0,http://nanowrimo.org/participants/Shikaya,23,,,,,,,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,11921,6,11921,6,11921,6
281,Senekata,5,101150,http://nanowrimo.org/participants/Senekata,,,,,"lire, écrire, ordi",France,,,,50575,1685.83333333,1,1,2,0,2,0,2,2,"[2010, 2011]","[2010, 2011]",[],2,15.5,846.6,151.5,4,1998.5,6,442.381535932,15,16667,7,16667,7,16667,7
282,Selma Bodwinger,1,0,http://nanowrimo.org/participants/Selma-Bodwinger,43,,"Neil Gaiman, Stephen King, John Kennedy Toole, John",Musique de film,Fitness,92,,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,6162,5,6162,5,6162,5
283,Seija,2,93799,http://nanowrimo.org/participants/Seija,,,"Morgane Caussarieu, Jo Nesbo, Viveca Sten, Maupassant, Natsuo Kirino, Miyabe Miyuki, Qiu Xiaolong, Philip",J'aime tous les genres pour écrire.,"Photographie, jdr, le cinéma astiaque, apprendre de nouvelles choses et essayer de les placer dans des textes",Saint Quentin en Yvelines,,,,46899.5,1563.31666667,0,0,1,0,2,0,1,2,"[2013, 2014]",[2014],[],2,16.5,2885.37222222,142,12.5,7963.5,22,1760.48651161,15.5,15700,7,15700,7,15700,7
284,Scylite,0.333333333333,0,http://nanowrimo.org/participants/Scylite,30,January 2,"Robin Hobb, Alain Damasio, Fred Vargas. Antigone de","BO de films, Mogwai.","Jeux de plateau, séries, boire des bières, marcher en diagonale sur le carrelage","Poitiers, France",,,,,,1,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,10868,7,10868,7,10868,7
285,Scribantrope,2,13040,http://nanowrimo.org/participants/Scribantrope,,,,Classical music,,Paris,,,,13040,434.666666667,0,0,0,0,1,0,0,1,[2013],[],[],1,21,620.952380952,32,12,1447,5,421.14396093,18,202,2,202,2,202,2
286,Scott Green,0.166666666667,0,http://nanowrimo.org/participants/Scott-Green,,January 2,,,"Théâtre, dessin/peinture, lire et écrire (logique), cinéma (faire des films et en regarder), photographie.",Paris,,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,8217,7,8217,7,8217,7
287,scarlett in wonderland,1,51464,http://nanowrimo.org/participants/scarlett-in-wonderland,,April 2,"Middlesex, Jeffrey Eugenides. Sourires de loup, Zadie Smith. Belle du Seigneur, Albert",Plutot le silence. Mais la musique fonctionne pour certaines scènes.,Chant gospel,Paris,,,,51464,1715.46666667,0,0,1,1,1,1,1,1,[2014],[2014],[2014],1,23,2237.56521739,0,1,5026,8,877.600128121,21,3051,4,3051,4,3051,4
288,Saschka,4,176102,http://nanowrimo.org/participants/Saschka,31,,,,"lire, écrire, ciné, télé, équitation, étudier....",Villeneuve d'Ascq,,,,44025.5,1467.51666667,1,0,2,0,4,0,2,4,"[2011, 2012, 2013, 2014]","[2011, 2012]",[],4,20.75,2127.3668622,446,24.25,4417.25,13.75,1059.98047341,19.75,11885,7,11885,7,11885,7
289,Sarisarounette,0.166666666667,0,http://nanowrimo.org/participants/Sarisarounette,24,March 19,"Anaïs Nin, Stefan Zweig, Paul",,"Writing, swimming, clowning, eating, learning.",Paris,Student,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,13418,6,13418,6,13418,6
290,Sarah Moan,2,73034,http://nanowrimo.org/participants/Sarah-Moan,,,"Loads. Here's an excerpt Neil Gaiman, ""The Goldfinch"" by Donna Tartt, ""Le Parfum"" by Süskind, ""City"" by Simak, ""Starter for Ten"" by Nicholls, ... (more on",,Breathing,,Trying to take over Sunnydale,,,36517,1217.23333333,0,0,1,0,2,0,1,2,"[2013, 2014]",[2014],[],2,21.5,1576.28819445,800,14,4021,10,825.680476418,20.5,7879,6,7879,6,7879,6
291,Sandinea,0.166666666667,0,http://nanowrimo.org/participants/Sandinea,,,Preston et Child avec leur série sur l'enquêteur Aloysius,,"Jaime la lecture et l'écriture les séries télé, tout ça autour des univers Fantastique, Thriller/suspens, gothique et steampunk.",Région bordelaise,,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,7782,3,7782,3,7782,3
292,Sance,0.166666666667,0,http://nanowrimo.org/participants/Sance,,,,,,,,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,0,0,0,0,0,0
293,Saintemew,5,268300,http://nanowrimo.org/participants/Saintemew,32,August 10,,"Queen, Hans Zimmer, Anastacia","Broderie, écriture & lecture",France,Femme au,,,44716.6666667,1490.55555556,1,1,3,2,6,2,1,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2011, 2013]","[2013, 2014]",6,6.33333333333,3037.17261905,381.333333333,4.83333333333,12245.1666667,9.16666666667,3613.28800293,3.83333333333,11731,7,11731,7,11731,7
294,Saint-Saëns,1,0,http://nanowrimo.org/participants/Saint-Saens,,,"Hugo, Shakespeare, Tolkien,",Only Lovers Left Alive BO,"Reading, wandering, biking, learning",Paris,Student,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,5197,3,5197,3,5197,3
295,Ryin,3,79755,http://nanowrimo.org/participants/Ryin,,,"Terry Goodkind, Paolo Coelho, Eric-Emmanuel Schmidt,",,"writing, acting, singing, painting, camera & lighting stuff, photographying, dancing in the rain...",Paris,Taking acting classes,,,26585,886.166666667,0,0,0,0,3,0,0,3,"[2012, 2013, 2014]",[],[],3,14,1958.25515873,266.666666667,3.33333333333,3963.66666667,11.3333333333,1140.01509758,11,5050,7,5050,7,5050,7
296,RobinLane,0.166666666667,0,http://nanowrimo.org/participants/RobinLane,,,"H2G2,",Classic,Work,,Reading/Work/sleep,,,,,1,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,0,0,0,0,0,0
297,riverSud,1,570,http://nanowrimo.org/participants/riverSud,,,,,,,,,,570,19,0,0,0,0,1,0,0,1,[2014],[],[],1,2,285,0,1,570,29,285,0,1157,6,1157,6,1157,6
298,reallysuperneat,9,527647,http://nanowrimo.org/participants/reallysuperneat,28,December 27,"Harry Potter, Chaos Walking, Landline, Miss Peregrine, The Graveyard Book, The Winner's Trilogy, Night","Muse, Soundtracks","YouTube, Games, Cosplay, Reading","Seattle, Washington",Community Manager / YouTuber,,https://www.classy.org/fundraise?fcid=487347,58627.4444444,1954.24814815,1,1,9,4,9,2,9,9,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2006, 2007, 2011, 2012]",9,12.5555555556,1034.47106906,189.888888889,8.77777777778,3159.88888889,12,632.939447522,11.7777777778,6063,4,6063,4,6063,4
299,rahmatou sangotte,5,61257,http://nanowrimo.org/participants/rahmatou-sangotte,,,"Amélie Nothomb, Frédéic Beigbeder, Anna Gavalda and many","Just sounds, no lyrics.","Writing. Dancing, singing, playing music. Pretty much everything that's related to Arts.","Paris, France","Searching for a job as a lawyer, specialized in IP + childsitter in the meantime",,,30628.5,1020.95,0,0,1,0,2,0,1,2,"[2012, 2013]",[2012],[],2,11.5,2374.69444445,0,1,7109,9,2266.41773235,9,6357,1,6357,1,6357,1
300,QueenCassie,3,105189,http://nanowrimo.org/participants/QueenCassie,,,"SF, Werber, Nothomb, Brett Easton Ellis, Chuck Palahniuk . .","Movies OST (Kung Fu Panda, The Fountain), Muse","Yaoi Yuri Con, Video games, books,","Lyon, France",,,,35063,1168.76666667,0,0,2,0,3,0,1,3,"[2012, 2013, 2014]","[2012, 2014]",[],3,13.3333333333,2142.10424836,114.666666667,9,8453,23.3333333333,2180.33516717,10.6666666667,751,2,751,2,751,2
301,Quod,2,14107,http://nanowrimo.org/participants/Quod,,,,,,France,Secrétaire de,,,14107,470.233333333,0,0,0,0,1,0,0,1,[2013],[],[],1,15,940.466666667,0,1,2504,6,822.304474565,14,7540,4,7540,4,7540,4
302,smwalter,8,380074,http://nanowrimo.org/participants/smwalter,,,"God Stalk, Dark of the Moon, Good Omens, Hitchhiker's Guide to the Galaxy, Terry Pratchett, Robert Jordan, P.C. Hodgell, Neil",Country,"Reading, writing, the Internet. Sometimes I exercise. Sometimes.","Carpentersville, IL","Attorney, Freelance Writer",Municipal Liaison,,54296.2857143,1809.87619048,1,1,4,6,7,4,2,6,"[2007, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2010, 2011, 2014]","[2007, 2009, 2010, 2011, 2012, 2014]",7,9.57142857143,1303.15295815,235,11.5714285714,2735.14285714,9.57142857143,707.791825633,8,9143,7,9143,7,9143,7
303,theinfernumflame,9,411991,http://nanowrimo.org/participants/theinfernumflame,,,"JRR Tolkien, JK Rowling, CS Lewis, George RR","Film Score, Symphonic Metal","Sports, Music, Gaming","Fort Worth, Texas",,,,41199.1,1373.30333333,0,0,6,4,10,4,5,9,"[2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2006, 2007, 2008, 2009, 2010, 2013]","[2007, 2008, 2009, 2010]",10,5.2,1305.51823036,23.3,2.8,3237.3,9.3,1131.58521855,4,5939,4,5939,4,5939,4
304,slrphebos,8,371503,http://nanowrimo.org/participants/slrphebos,30,May 23,"Night Embrace, Dark Magic, Sherrilyn Kenyon, Christine Feehan, Lara","J-pop, ParaPara, Instrumental Piano","BJDs, Writing, Sewing","Elgin, Illinois",CNA,,,46437.875,1547.92916667,0,0,7,1,8,1,7,8,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2008, 2009, 2010, 2011, 2012, 2013, 2014]",[2014],8,8,1767.44361888,380.5,5.625,4709,6.375,1218.83697689,7.5,11694,7,11694,7,11694,7
305,Ohwriting,3,0,http://nanowrimo.org/participants/Ohwriting,21,December 6,"Octavia Butler, Miyuki Miyabe, Tow Ukabata, Haruki",Literally everything and anything,"Writing, Drawing, Listening to music, reading novels and comic books","Detroit, MI",Hospital Registar/College Student,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,12596,7,12596,7,12596,7
306,Lofweir,6,303464,http://nanowrimo.org/participants/Lofweir,41,,"Pillars of the Earth, The Kite Runner, Dune, James Rollins, Frank Herbert, George R.R. Martin, The Book",Holst,"Fly Fishing, Model Kit Building, Movies",Evanston,Computer Nerd,,,50577.3333333,1685.91111111,0,1,24,4,24,1,6,6,"[2009, 2010, 2011, 2012, 2013, 2014, 2009, 2010, 2011, 2012, 2013, 2014, 2009, 2010, 2011, 2012, 2013, 2014, 2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2010, 2011, 2012, 2013, 2014, 2009, 2010, 2011, 2012, 2013, 2014, 2009, 2010, 2011, 2012, 2013, 2014, 2009, 2010, 2011, 2012, 2013, 2014]","[2011, 2011, 2011, 2011]",12,15.6666666667,1540.38055556,42,8.33333333333,6394.33333333,17.6666666667,1484.47426957,14.3333333333,3763,2,3763,2,3763,2
307,Lady Quetzalcoatl,10,201969,http://nanowrimo.org/participants/Lady-Quetzalcoatl,35,,"Sophie's World, Miau, Forrest Gump, El Capitán Alatriste,","Oasis, the Beatles, the Beach Boys, my NaNoWriMo iTunes playlist, and classical","Travel, Spain, Spanish, Starbucks coffee, knitting, video games, and of course, reading.",Chicagoland,teacher,,,50492.25,1683.075,1,1,4,4,4,4,4,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]",4,26,1943.50921652,210.25,12.5,6391,22,1413.02518416,25.5,2865,4,2865,4,2865,4
308,expatrie,8,424825,http://nanowrimo.org/participants/expatrie,,,"Passion Play, The Talisman, L'Etranger, Watership Down, Tales from Watership Down, Le th&egrave; au harem d'Archi Ahmed, The Forever War, The Obsidian Oracle, Slaughterhouse Five, Cat's Cradle, Consilience, Hocus Pocus, The Stand, Kurt Vonnegut (miss you!), Stephen King, Sean Stewart, Camus, Joe Haldeman, Jim Butcher, Walter","Rock. My CD changer died maybe 2010 summer, so no more five CD sets.","photography, art, engineering, literature, TV, movies, MUSIC(Rock), French, Italian, German, Russian, Chess","Richfield, MN",Civil (Structural) Engineer,,,53103.125,1770.10416667,1,0,28,8,32,1,5,8,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008, 2009, 2010, 2011, 2013, 2014, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2007, 2008, 2009, 2010, 2011, 2013, 2014]","[2009, 2014, 2009, 2014, 2009, 2014, 2009, 2014]",16,9.75,863.817289272,19.25,3.625,3344.625,9.625,808.723971738,8.375,2258,3,2258,3,2258,3
309,dead_end_moon_angel,9,343303,http://nanowrimo.org/participants/dead_end_moon_angel,33,,"To Kill a Mockingbird, Number the Stars, The Great Gatsby, The Screwtape Letters, The Chronicles of Narnia, Lord of the Rings, The Wimpy Kid Series, Harper Lee, Amy Tan, C.S. Lewis, Shakespeare, Jeff","Relient K, Switchfoot, SHEL, Jars of Clay, U2, Kevin Max, Flyleaf, Owl City, Deas Vail, The Rocket Summer, The Civil Wars, Imagine Dragons, Over the Rhine","Watching CNN, playing the guitar, knitting, crocheting, cooking, reading, writing",Chicago,Floor director,,,49043.2857143,1634.77619048,1,0,6,4,7,2,4,4,"[2007, 2008, 2009, 2011, 2012, 2013, 2014]","[2008, 2009, 2011, 2012, 2013, 2014]","[2008, 2009, 2012, 2014]",7,15,1227.66785936,331,3.14285714286,3486,12.4285714286,681.377171948,14.2857142857,19311,7,19311,7,19311,7
310,callalily05,7,259611,http://nanowrimo.org/participants/callalily05,,,"SEP, Sarah Dessen, JAK, Nora Roberts (J.D. Robb), Janet Evanovich, Karen",Anything fast paced to boost my energy level!,"baking, reading, watching reality shows",Chicago,Writer--of course! :),,,43268.5,1442.28333333,0,1,5,6,6,6,3,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2010, 2011, 2013, 2014]","[2009, 2010, 2011, 2012, 2013, 2014]",6,13.1666666667,1154.08838384,5.33333333333,6.16666666667,3791,12.8333333333,998.152585149,12,0,0,0,0,0,0
311,ABitofAnAlliterate,1,51945,http://nanowrimo.org/participants/ABitofAnAlliterate,33,,"Gillian Flynn, John Green, Jonathan Tropper, Tina Fey, Jim Gaffigan, plus at least 900",Jack White or complete silence,"photography, drinking, reading,","Chicago, IL","gifted teacher, now stay at home mom, aspiring published writer",,,51945,1731.5,1,0,1,0,1,0,1,1,[2014],[2014],[],1,5,10389,0,1,30258,14,11089.3797302,2,803,1,803,1,803,1
312,Aiea,8,152996,http://nanowrimo.org/participants/Aiea,,October 25,"Bridget Jones' Diary, Bridget Jones The Edge of Reason, The City & The City, Harry Potter, Invitation to the Game, The Lovely Bones, The Poisonwood Bible, Ready Player One, Sloppy Firsts, Sophie's World, Tomorrow When the War",Natalie Imbruglia,"Acting, Karaoke, Mythology, Names, Reading, Shakespeare, Theatre","Los Angeles, CA",Actor,,,50998.6666667,1699.95555556,1,1,3,2,3,1,1,1,"[2007, 2012, 2014]","[2007, 2012, 2014]","[2007, 2012]",3,12,1981.43888889,16.6666666667,2.33333333333,6449,15.6666666667,1522.12784348,8,26892,7,26892,7,26892,7
313,Angel Gail Rose,2,89258,http://nanowrimo.org/participants/Angel-Gail-Rose,,,"Adriana Lamboy, Kelly Irvin, Susan Lohrer, Peg Brantley, Jennifer St. Giles, Sherrilyn Kenyon, Linda Windsor, Karen Kingsbury, Patricia Briggs, Cassandra Clare, Stephanie",Anything really.,"Reading, writing, and photography.",Georgia-USA,,,,44629,1487.63333333,0,0,1,0,2,0,1,2,"[2013, 2014]",[2014],[],2,15.5,2872.48319328,7.5,10.5,7185.5,17,2092.52635031,14.5,0,0,0,0,0,0
314,Aubrette,6,177645,http://nanowrimo.org/participants/Aubrette,,,The Sparrow/Children of God; Bend Sinister; Their Eyes Were Watching God; Jonathan Strange & Mr. Norrell; The Last Unicorn; Things Fall Apart; The Bluest Eye; The Brother's,I am learning to write in silence.,"baking bread, making obnoxiously loud hiccups, snarfling health food, biking, guzzling beer or whisky",Chicago,I work for a nonprofit and recently have been mistreating myself by over-working,,,44411.25,1480.375,1,1,1,0,4,0,1,4,"[2011, 2012, 2013, 2014]",[2013],[],4,10.75,3825.84735577,915.25,15.25,9029,4.75,2545.92062921,7.25,13859,6,13859,6,13859,6
315,Blackie_DuQuesne,1,53323,http://nanowrimo.org/participants/Blackie_DuQuesne,,,"H.G. Wells, Jules Verne, E.E. ""Doc"" Smith, Cornell Woolrich, Kenneth Fearing, James M. Cain, Dorothy L.","jazz, especially Miles Davis and John Coltrane","art, poetry, singing, blogging, travel",Midwest,teacher,,,53323,1777.43333333,0,0,1,1,1,1,1,1,[2014],[2014],[2014],1,26,2050.88461538,0,1,4916,24,1013.0541153,25,7943,5,7943,5,7943,5
316,bouncycheese,3,112783,http://nanowrimo.org/participants/bouncycheese,20,,"John Green, Veronica Roth, Rainbow","AJ Rafael, American Authors, Birdy","reading, writing, fangirling, guitar-playing, video-editing",Canada,"college student, aspiring writer",,,37594.3333333,1253.14444444,0,0,1,0,3,0,1,3,"[2012, 2013, 2014]",[2013],[],3,12.6666666667,957.273892774,50.6666666667,5.33333333333,3622.33333333,11,809.837687076,12,3776,3,3776,3,3776,3
317,CairennRhys,3,116524,http://nanowrimo.org/participants/CairennRhys,,,"Emerson, Hemingway, King, Gibran,","Smooth Jazz, Classic Rock","Painting, photography",,"Spiritual Author, Poet, Essayist, Freelance Writer",,,58262,1942.06666667,0,0,8,4,8,1,2,2,"[2013, 2014, 2013, 2014, 2013, 2014, 2013, 2014]","[2013, 2014, 2013, 2014, 2013, 2014, 2013, 2014]","[2014, 2014, 2014, 2014]",4,13,11419.5072464,41.5,13,28805,21.5,12080.7499687,11,0,0,0,0,0,0
